"","hgnc_id","fusil"
"75","HGNC:10464","DL"
"76","HGNC:3153","SV"
"77","HGNC:11365","VP"
"78","HGNC:11362","VP"
"79","HGNC:12761","CL"
"80","HGNC:11438","DL"
"81","HGNC:19988","CL"
"82","HGNC:29602","SV"
"83","HGNC:3528","DL"
"84","HGNC:2956","VP"
"85","HGNC:7225","VP"
"86","HGNC:11629","VN"
"87","HGNC:6947","CL"
"88","HGNC:633","VP"
"89","HGNC:291","CL"
"90","HGNC:33904","VP"
"91","HGNC:3036","VP"
"92","HGNC:3638","CL"
"93","HGNC:2644","VP"
"94","HGNC:2292","CL"
"95","HGNC:11745","VP"
"96","HGNC:1445","SV"
"97","HGNC:2571","VP"
"98","HGNC:2571","VP"
"99","HGNC:10297","CL"
"100","HGNC:30713","SV"
"101","HGNC:16262","DL"
"102","HGNC:14576","VP"
"103","HGNC:682","VP"
"104","HGNC:11753","DL"
"105","HGNC:853","VP"
"106","HGNC:865","DL"
"107","HGNC:20194","CL"
"108","HGNC:19982","VP"
"109","HGNC:9362","VP"
"110","HGNC:7777","DL"
"111","HGNC:9893","SV"
"112","HGNC:11805","VP"
"113","HGNC:9674","VP"
"114","HGNC:10672","DL"
"115","HGNC:11194","VP"
"116","HGNC:12811","VP"
"117","HGNC:3437","DL"
"118","HGNC:7866","DL"
"119","HGNC:20561","SV"
"120","HGNC:7606","VP"
"121","HGNC:20601","VP"
"122","HGNC:6995","VP"
"123","HGNC:615","VN"
"124","HGNC:11891","VP"
"125","HGNC:4189","SV"
"126","HGNC:1784","VP"
"127","HGNC:10430","VP"
"128","HGNC:9934","VP"
"129","HGNC:8016","CL"
"130","HGNC:15751","SV"
"131","HGNC:1786","DL"
"132","HGNC:6530","VN"
"133","HGNC:5971","VP"
"134","HGNC:4568","DL"
"135","HGNC:20731","VP"
"136","HGNC:24634","VP"
"137","HGNC:145","VP"
"138","HGNC:17940","DL"
"139","HGNC:16519","DL"
"140","HGNC:16519","DL"
"141","HGNC:2159","SV"
"142","HGNC:16462","VP"
"143","HGNC:1090","SV"
"144","HGNC:8831","VP"
"145","HGNC:12729","CL"
"146","HGNC:11840","VP"
"147","HGNC:11837","SV"
"148","HGNC:11774","DL"
"149","HGNC:16523","VN"
"150","HGNC:8762","CL"
"151","HGNC:2160","VP"
"152","HGNC:814","SV"
"153","HGNC:452","VP"
"154","HGNC:10258","SV"
"155","HGNC:6553","VP"
"156","HGNC:5012","SV"
"157","HGNC:6824","VP"
"158","HGNC:3721","SV"
"159","HGNC:11743","DL"
"160","HGNC:9645","DL"
"161","HGNC:3782","CL"
"162","HGNC:20670","SV"
"163","HGNC:2206","VP"
"164","HGNC:2204","VP"
"165","HGNC:10600","DL"
"166","HGNC:1616","CL"
"167","HGNC:7860","VP"
"168","HGNC:7000","DL"
"169","HGNC:3687","DL"
"170","HGNC:3033","VP"
"171","HGNC:3501","VP"
"172","HGNC:9232","VP"
"173","HGNC:6264","VP"
"174","HGNC:15955","VN"
"175","HGNC:9017","VP"
"176","HGNC:8506","VP"
"177","HGNC:7994","VP"
"178","HGNC:4556","CL"
"179","HGNC:6267","VP"
"180","HGNC:7605","VP"
"181","HGNC:1535","DL"
"182","HGNC:6709","VP"
"183","HGNC:11155","CL"
"184","HGNC:9091","VP"
"185","HGNC:6528","DL"
"186","HGNC:28871","VN"
"187","HGNC:28041","VN"
"188","HGNC:23222","VN"
"189","HGNC:2321","CL"
"190","HGNC:14983","DL"
"191","HGNC:30167","VP"
"192","HGNC:9282","CL"
"193","HGNC:9283","VP"
"194","HGNC:4557","VN"
"195","HGNC:4553","VP"
"196","HGNC:12507","DL"
"197","HGNC:10791","VP"
"198","HGNC:9966","DL"
"199","HGNC:26957","DL"
"200","HGNC:11895","VN"
"201","HGNC:24119","VP"
"202","HGNC:4316","SV"
"203","HGNC:9280","DL"
"204","HGNC:2747","CL"
"205","HGNC:2652","VP"
"206","HGNC:14008","VP"
"207","HGNC:6554","VP"
"208","HGNC:811","DL"
"209","HGNC:9765","VP"
"210","HGNC:9759","CL"
"211","HGNC:9781","VP"
"212","HGNC:11946","DL"
"213","HGNC:9782","VN"
"214","HGNC:11945","DL"
"215","HGNC:11077","VP"
"216","HGNC:5210","VP"
"217","HGNC:11323","DL"
"218","HGNC:10939","VP"
"219","HGNC:9894","SV"
"220","HGNC:9211","VP"
"221","HGNC:5213","SV"
"222","HGNC:11051","DL"
"223","HGNC:12496","VP"
"224","HGNC:4555","DL"
"225","HGNC:14906","VP"
"226","HGNC:2349","SV"
"227","HGNC:6027","VP"
"228","HGNC:9785","DL"
"229","HGNC:11251","VP"
"230","HGNC:11333","VP"
"231","HGNC:6485","DL"
"232","HGNC:5988","VP"
"233","HGNC:3655","SV"
"234","HGNC:3179","DL"
"235","HGNC:9783","VP"
"236","HGNC:16508","VP"
"237","HGNC:5394","VP"
"238","HGNC:9784","VP"
"239","HGNC:2294","VP"
"240","HGNC:30685","SV"
"241","HGNC:9582","VP"
"242","HGNC:2651","VP"
"243","HGNC:6665","VP"
"244","HGNC:3483","DL"
"245","HGNC:7546","CL"
"246","HGNC:12681","VP"
"247","HGNC:10897","VP"
"248","HGNC:8004","DL"
"249","HGNC:4861","DL"
"250","HGNC:1736","CL"
"251","HGNC:1490","SV"
"252","HGNC:23703","VP"
"253","HGNC:21215","VP"
"254","HGNC:21215","VP"
"255","HGNC:11985","DL"
"256","HGNC:26264","VP"
"257","HGNC:14132","VP"
"258","HGNC:28760","CL"
"259","HGNC:850","CL"
"260","HGNC:28122","CL"
"261","HGNC:33911","DL"
"262","HGNC:22229","DL"
"263","HGNC:20445","DL"
"264","HGNC:21021","VP"
"265","HGNC:21559","VP"
"266","HGNC:16667","DL"
"267","HGNC:16930","CL"
"268","HGNC:20247","CL"
"269","HGNC:30285","DL"
"270","HGNC:13050","VP"
"271","HGNC:15881","VP"
"272","HGNC:16239","CL"
"273","HGNC:24291","VP"
"274","HGNC:15971","CL"
"275","HGNC:4818","VP"
"276","HGNC:4459","VP"
"277","HGNC:12968","VP"
"278","HGNC:3074","VP"
"279","HGNC:11013","DL"
"280","HGNC:932","VP"
"281","HGNC:3224","VP"
"282","HGNC:3355","VP"
"283","HGNC:6727","DL"
"284","HGNC:11312","VN"
"285","HGNC:8524","VN"
"286","HGNC:13633","VP"
"287","HGNC:9206","VP"
"288","HGNC:4688","VN"
"289","HGNC:24011","VP"
"290","HGNC:12669","SV"
"291","HGNC:12674","VP"
"292","HGNC:6473","VP"
"293","HGNC:5018","VP"
"294","HGNC:9316","VP"
"295","HGNC:9318","VP"
"296","HGNC:1622","CL"
"297","HGNC:1618","CL"
"298","HGNC:349","VP"
"299","HGNC:1077","VP"
"300","HGNC:2244","DL"
"301","HGNC:14673","VP"
"302","HGNC:14902","VP"
"303","HGNC:2535","VP"
"304","HGNC:19423","VP"
"305","HGNC:29410","VP"
"306","HGNC:11444","DL"
"307","HGNC:5981","VP"
"308","HGNC:12485","CL"
"309","HGNC:9004","DL"
"310","HGNC:2972","DL"
"311","HGNC:2068","VN"
"312","HGNC:11590","SV"
"313","HGNC:12477","VP"
"314","HGNC:11925","VN"
"315","HGNC:11467","CL"
"316","HGNC:30657","VN"
"317","HGNC:6112","VN"
"318","HGNC:3315","VP"
"319","HGNC:1749","VP"
"320","HGNC:3826","VN"
"321","HGNC:3225","VP"
"322","HGNC:1968","VP"
"323","HGNC:2280","DL"
"324","HGNC:9059","VP"
"325","HGNC:9055","VP"
"326","HGNC:26021","VP"
"327","HGNC:7884","VN"
"328","HGNC:11386","DL"
"329","HGNC:30281","DL"
"330","HGNC:4027","VN"
"331","HGNC:6257","VP"
"332","HGNC:723","VP"
"333","HGNC:7627","VP"
"334","HGNC:17060","DL"
"335","HGNC:1529","VP"
"336","HGNC:1528","VP"
"337","HGNC:10885","VP"
"338","HGNC:5007","CL"
"339","HGNC:7896","CL"
"340","HGNC:5182","VP"
"341","HGNC:7530","CL"
"342","HGNC:9347","VP"
"343","HGNC:5438","DL"
"344","HGNC:5432","VP"
"345","HGNC:9100","VP"
"346","HGNC:6320","DL"
"347","HGNC:21684","DL"
"348","HGNC:1505","VP"
"349","HGNC:986","DL"
"350","HGNC:7607","VP"
"351","HGNC:7593","VP"
"352","HGNC:2950","SV"
"353","HGNC:2940","VP"
"354","HGNC:7598","VP"
"355","HGNC:5112","SV"
"356","HGNC:2948","VP"
"357","HGNC:2712","CL"
"358","HGNC:2962","DL"
"359","HGNC:9705","VP"
"360","HGNC:2951","VP"
"361","HGNC:2711","CL"
"362","HGNC:7763","VP"
"363","HGNC:1937","DL"
"364","HGNC:806","CL"
"365","HGNC:14216","DL"
"366","HGNC:24708","VP"
"367","HGNC:389","SV"
"368","HGNC:830","CL"
"369","HGNC:29594","CL"
"370","HGNC:18","CL"
"371","HGNC:8873","VP"
"372","HGNC:8723","VP"
"373","HGNC:2536","VP"
"374","HGNC:215","VP"
"375","HGNC:5187","CL"
"376","HGNC:20774","VP"
"377","HGNC:7716","DL"
"378","HGNC:4440","VP"
"379","HGNC:9411","DL"
"380","HGNC:4664","CL"
"381","HGNC:1663","VP"
"382","HGNC:10251","SV"
"383","HGNC:5986","VN"
"384","HGNC:3333","VN"
"385","HGNC:5468","VP"
"386","HGNC:11070","VP"
"387","HGNC:6321","DL"
"388","HGNC:6270","VP"
"389","HGNC:32942","VP"
"390","HGNC:20454","CL"
"391","HGNC:6924","VP"
"392","HGNC:9405","VP"
"393","HGNC:882","CL"
"394","HGNC:4517","VP"
"395","HGNC:19296","VP"
"396","HGNC:16258","VN"
"397","HGNC:16258","VN"
"398","HGNC:10023","VP"
"399","HGNC:3403","VP"
"400","HGNC:12775","VP"
"401","HGNC:13829","VP"
"402","HGNC:12036","DL"
"403","HGNC:11278","DL"
"404","HGNC:11119","DL"
"405","HGNC:17867","VP"
"406","HGNC:8824","VP"
"407","HGNC:11507","VP"
"408","HGNC:1859","VP"
"409","HGNC:4852","DL"
"410","HGNC:12865","VP"
"411","HGNC:11220","VP"
"412","HGNC:9414","SV"
"413","HGNC:12491","CL"
"414","HGNC:1131","VP"
"415","HGNC:11645","VP"
"416","HGNC:10904","CL"
"417","HGNC:20422","DL"
"418","HGNC:20422","DL"
"419","HGNC:20708","VP"
"420","HGNC:582","SV"
"421","HGNC:9649","SV"
"422","HGNC:6690","VP"
"423","HGNC:16636","DL"
"424","HGNC:3166","DL"
"425","HGNC:242","SV"
"426","HGNC:240","SV"
"427","HGNC:4046","SV"
"428","HGNC:4044","VN"
"429","HGNC:4041","SV"
"430","HGNC:6746","VP"
"431","HGNC:4043","DL"
"432","HGNC:11823","VP"
"433","HGNC:11540","CL"
"434","HGNC:8529","VP"
"435","HGNC:4544","VP"
"436","HGNC:3953","SV"
"437","HGNC:3374","DL"
"438","HGNC:3054","VP"
"439","HGNC:2330","SV"
"440","HGNC:3668","VP"
"441","HGNC:7885","VP"
"442","HGNC:7662","VP"
"443","HGNC:29530","VN"
"444","HGNC:19349","DL"
"445","HGNC:3671","VP"
"446","HGNC:6326","VN"
"447","HGNC:3297","CL"
"448","HGNC:9406","DL"
"449","HGNC:7895","VP"
"450","HGNC:11243","DL"
"451","HGNC:10732","VP"
"452","HGNC:5299","VP"
"453","HGNC:2726","VN"
"454","HGNC:217","SV"
"455","HGNC:12871","VN"
"456","HGNC:8126","VP"
"457","HGNC:7863","VP"
"458","HGNC:9026","VP"
"459","HGNC:11279","DL"
"460","HGNC:6887","VP"
"461","HGNC:14981","DL"
"462","HGNC:7161","VP"
"463","HGNC:6484","VP"
"464","HGNC:3573","DL"
"465","HGNC:3544","SV"
"466","HGNC:1084","VP"
"467","HGNC:1083","VP"
"468","HGNC:1082","CL"
"469","HGNC:3495","DL"
"470","HGNC:9858","VP"
"471","HGNC:9005","DL"
"472","HGNC:3520","VP"
"473","HGNC:6583","VP"
"474","HGNC:3519","SV"
"475","HGNC:16850","CL"
"476","HGNC:6724","DL"
"477","HGNC:784","DL"
"478","HGNC:11433","VP"
"479","HGNC:11131","CL"
"480","HGNC:7745","VP"
"481","HGNC:7745","VP"
"482","HGNC:6277","VP"
"483","HGNC:1555","VP"
"484","HGNC:5014","VP"
"485","HGNC:4012","VP"
"486","HGNC:5965","VP"
"487","HGNC:785","VP"
"488","HGNC:29595","VP"
"489","HGNC:3578","VP"
"490","HGNC:34","VP"
"491","HGNC:5348","VP"
"492","HGNC:6144","SV"
"493","HGNC:1388","SV"
"494","HGNC:12855","SV"
"495","HGNC:8096","VP"
"496","HGNC:7787","VP"
"497","HGNC:15802","VP"
"498","HGNC:2482","VP"
"499","HGNC:7326","VP"
"500","HGNC:12338","VN"
"501","HGNC:12335","DL"
"502","HGNC:12333","VP"
"503","HGNC:9964","DL"
"504","HGNC:1735","CL"
"505","HGNC:6169","VN"
"506","HGNC:16897","VP"
"507","HGNC:7038","VP"
"508","HGNC:9586","VP"
"509","HGNC:12569","DL"
"510","HGNC:18130","VP"
"511","HGNC:11006","DL"
"512","HGNC:356","DL"
"513","HGNC:13708","VP"
"514","HGNC:19094","SV"
"515","HGNC:9548","CL"
"516","HGNC:23692","DL"
"517","HGNC:6323","DL"
"518","HGNC:23698","SV"
"519","HGNC:12422","VP"
"520","HGNC:11726","VP"
"521","HGNC:8949","VP"
"522","HGNC:17346","CL"
"523","HGNC:9067","VN"
"524","HGNC:11909","VP"
"525","HGNC:7664","VP"
"526","HGNC:3345","VP"
"527","HGNC:3052","DL"
"528","HGNC:956","SV"
"529","HGNC:854","CL"
"530","HGNC:728","VP"
"531","HGNC:14189","VP"
"532","HGNC:3392","VP"
"533","HGNC:3115","DL"
"534","HGNC:4196","VP"
"535","HGNC:10728","SV"
"536","HGNC:14569","VP"
"537","HGNC:8009","VP"
"538","HGNC:8009","VP"
"539","HGNC:3444","DL"
"540","HGNC:30389","CL"
"541","HGNC:3675","DL"
"542","HGNC:23059","VP"
"543","HGNC:8008","VP"
"544","HGNC:8008","VP"
"545","HGNC:4845","VP"
"546","HGNC:11094","SV"
"547","HGNC:17264","CL"
"548","HGNC:17311","VP"
"549","HGNC:18019","VP"
"550","HGNC:1983","CL"
"551","HGNC:1375","SV"
"552","HGNC:9559","CL"
"553","HGNC:6119","VP"
"554","HGNC:20751","DL"
"555","HGNC:3951","CL"
"556","HGNC:10647","VP"
"557","HGNC:9603","VP"
"558","HGNC:1458","DL"
"559","HGNC:9176","CL"
"560","HGNC:1319","VP"
"561","HGNC:3526","VP"
"562","HGNC:7897","SV"
"563","HGNC:1046","VP"
"564","HGNC:15819","VN"
"565","HGNC:33762","VN"
"566","HGNC:16956","VP"
"567","HGNC:1856","CL"
"568","HGNC:1515","VP"
"569","HGNC:16666","VP"
"570","HGNC:1093","VP"
"571","HGNC:559","DL"
"572","HGNC:17273","VN"
"573","HGNC:14566","VP"
"574","HGNC:8124","CL"
"575","HGNC:6189","DL"
"576","HGNC:9998","VP"
"577","HGNC:2606","VP"
"578","HGNC:1358","VP"
"579","HGNC:2328","VP"
"580","HGNC:10001","VN"
"581","HGNC:25592","CL"
"582","HGNC:1459","VP"
"583","HGNC:14377","CL"
"584","HGNC:18416","VP"
"585","HGNC:4704","VP"
"586","HGNC:25363","SV"
"587","HGNC:24845","VP"
"588","HGNC:23056","DL"
"589","HGNC:14313","DL"
"590","HGNC:29225","VP"
"591","HGNC:12733","DL"
"592","HGNC:28965","SV"
"593","HGNC:11354","DL"
"594","HGNC:189","VP"
"595","HGNC:30232","VP"
"596","HGNC:19990","CL"
"597","HGNC:3254","VP"
"598","HGNC:18021","VP"
"599","HGNC:19679","SV"
"600","HGNC:24295","VP"
"601","HGNC:10819","VP"
"602","HGNC:26124","VP"
"603","HGNC:19894","CL"
"604","HGNC:25527","VN"
"605","HGNC:7988","VP"
"606","HGNC:6517","VP"
"607","HGNC:30833","VP"
"608","HGNC:30605","CL"
"609","HGNC:24949","SV"
"610","HGNC:24224","DL"
"611","HGNC:1724","CL"
"612","HGNC:19693","CL"
"613","HGNC:11277","CL"
"614","HGNC:7106","VP"
"615","HGNC:7861","VP"
"616","HGNC:10624","VP"
"617","HGNC:9900","VN"
"618","HGNC:3666","DL"
"619","HGNC:10898","DL"
"620","HGNC:840","CL"
"621","HGNC:3771","VP"
"622","HGNC:9006","VP"
"623","HGNC:1148","CL"
"624","HGNC:7623","VP"
"625","HGNC:9162","CL"
"626","HGNC:17888","CL"
"627","HGNC:9234","CL"
"628","HGNC:6397","VP"
"629","HGNC:3312","DL"
"630","HGNC:16971","DL"
"631","HGNC:99","VP"
"632","HGNC:567","VP"
"633","HGNC:10752","VN"
"634","HGNC:9477","VP"
"635","HGNC:1850","SV"
"636","HGNC:11924","SV"
"637","HGNC:1049","VP"
"638","HGNC:16648","VP"
"639","HGNC:4765","VP"
"640","HGNC:3318","SV"
"641","HGNC:14680","SV"
"642","HGNC:6256","DL"
"643","HGNC:2728","CL"
"644","HGNC:2383","VP"
"645","HGNC:20234","VP"
"646","HGNC:4449","VP"
"647","HGNC:4453","VN"
"648","HGNC:9273","VP"
"649","HGNC:33882","DL"
"650","HGNC:12371","VP"
"651","HGNC:9887","CL"
"652","HGNC:100","VP"
"653","HGNC:12401","CL"
"654","HGNC:3037","DL"
"655","HGNC:29623","VP"
"656","HGNC:11025","VP"
"657","HGNC:6040","CL"
"658","HGNC:8157","VP"
"659","HGNC:69","CL"
"660","HGNC:69","CL"
"661","HGNC:9164","SV"
"662","HGNC:1554","DL"
"663","HGNC:25241","VP"
"664","HGNC:25438","VP"
"665","HGNC:1779","DL"
"666","HGNC:26002","DL"
"667","HGNC:25083","VP"
"668","HGNC:29079","DL"
"669","HGNC:2773","VN"
"670","HGNC:16691","CL"
"671","HGNC:4004","DL"
"672","HGNC:23423","VP"
"673","HGNC:26527","VP"
"674","HGNC:23512","VP"
"675","HGNC:23303","DL"
"676","HGNC:7655","VP"
"677","HGNC:16459","VP"
"678","HGNC:26936","SV"
"679","HGNC:30631","DL"
"680","HGNC:24227","VP"
"681","HGNC:29091","DL"
"682","HGNC:26563","VP"
"683","HGNC:25804","VP"
"684","HGNC:1665","VP"
"685","HGNC:20296","VP"
"686","HGNC:3049","SV"
"687","HGNC:13813","VP"
"688","HGNC:13761","VP"
"689","HGNC:4038","VP"
"690","HGNC:17804","VP"
"691","HGNC:12502","SV"
"692","HGNC:6301","VN"
"693","HGNC:303","DL"
"694","HGNC:20331","DL"
"695","HGNC:2681","DL"
"696","HGNC:9178","CL"
"697","HGNC:14358","DL"
"698","HGNC:14360","VP"
"699","HGNC:11992","CL"
"700","HGNC:29858","DL"
"701","HGNC:1609","VP"
"702","HGNC:10906","VP"
"703","HGNC:1862","VP"
"704","HGNC:10854","DL"
"705","HGNC:1394","VP"
"706","HGNC:2559","DL"
"707","HGNC:9787","CL"
"708","HGNC:3372","DL"
"709","HGNC:2495","CL"
"710","HGNC:10067","CL"
"711","HGNC:9794","VP"
"712","HGNC:13724","CL"
"713","HGNC:851","CL"
"714","HGNC:8774","VP"
"715","HGNC:8516","SV"
"716","HGNC:24955","VP"
"717","HGNC:3368","VP"
"718","HGNC:11185","VP"
"719","HGNC:13890","VP"
"720","HGNC:9121","VP"
"721","HGNC:11644","CL"
"722","HGNC:4847","VP"
"723","HGNC:4169","VP"
"724","HGNC:4446","DL"
"725","HGNC:7175","VP"
"726","HGNC:6309","VP"
"727","HGNC:11469","CL"
"728","HGNC:726","VP"
"729","HGNC:10006","VP"
"730","HGNC:9508","DL"
"731","HGNC:1125","CL"
"732","HGNC:11641","DL"
"733","HGNC:485","SV"
"734","HGNC:18785","CL"
"735","HGNC:10738","SV"
"736","HGNC:8971","DL"
"737","HGNC:10923","VP"
"738","HGNC:3044","DL"
"739","HGNC:950","CL"
"740","HGNC:950","CL"
"741","HGNC:10817","DL"
"742","HGNC:7631","VP"
"743","HGNC:3346","VP"
"744","HGNC:11593","VN"
"745","HGNC:24854","VP"
"746","HGNC:20163","CL"
"747","HGNC:30545","VN"
"748","HGNC:7594","VP"
"749","HGNC:8594","VP"
"750","HGNC:2979","DL"
"751","HGNC:30688","DL"
"752","HGNC:4812","DL"
"753","HGNC:12781","VP"
"754","HGNC:12718","CL"
"755","HGNC:28992","VP"
"756","HGNC:30880","VP"
"757","HGNC:23352","DL"
"758","HGNC:29409","VP"
"759","HGNC:20485","VP"
"760","HGNC:1253","VP"
"761","HGNC:2384","VN"
"762","HGNC:3290","VP"
"763","HGNC:15828","VP"
"764","HGNC:11048","SV"
"765","HGNC:4195","SV"
"766","HGNC:5972","VN"
"767","HGNC:904","DL"
"768","HGNC:9358","DL"
"769","HGNC:10249","SV"
"770","HGNC:17416","VP"
"771","HGNC:2977","VP"
"772","HGNC:7162","VP"
"773","HGNC:13516","DL"
"774","HGNC:2032","DL"
"775","HGNC:11958","CL"
"776","HGNC:7668","VP"
"777","HGNC:7669","SV"
"778","HGNC:7670","SV"
"779","HGNC:9587","VP"
"780","HGNC:4238","DL"
"781","HGNC:9634","VP"
"782","HGNC:9636","VP"
"783","HGNC:30032","DL"
"784","HGNC:8793","VP"
"785","HGNC:9635","VP"
"786","HGNC:21496","VP"
"787","HGNC:21145","DL"
"788","HGNC:15926","VP"
"789","HGNC:1224","VP"
"790","HGNC:11138","VP"
"791","HGNC:12660","SV"
"792","HGNC:21489","VN"
"793","HGNC:28444","VP"
"794","HGNC:25052","SV"
"795","HGNC:29222","VP"
"796","HGNC:25589","DL"
"797","HGNC:966","DL"
"798","HGNC:26151","CL"
"799","HGNC:28744","VP"
"800","HGNC:25631","VP"
"801","HGNC:30262","VP"
"802","HGNC:8727","SV"
"803","HGNC:2903","VP"
"804","HGNC:9069","DL"
"805","HGNC:10852","DL"
"806","HGNC:2663","DL"
"807","HGNC:24543","CL"
"808","HGNC:2981","VP"
"809","HGNC:25980","SV"
"810","HGNC:3496","VP"
"811","HGNC:30455","VP"
"812","HGNC:20493","VP"
"813","HGNC:27020","VP"
"814","HGNC:28948","DL"
"815","HGNC:13195","CL"
"816","HGNC:23326","VP"
"817","HGNC:28956","VP"
"818","HGNC:25244","SV"
"819","HGNC:1309","VP"
"820","HGNC:21194","VP"
"821","HGNC:30767","VP"
"822","HGNC:25005","CL"
"823","HGNC:12383","DL"
"824","HGNC:10770","CL"
"825","HGNC:2417","VN"
"826","HGNC:8996","DL"
"827","HGNC:14101","VP"
"828","HGNC:6147","VP"
"829","HGNC:2860","DL"
"830","HGNC:23664","DL"
"831","HGNC:12382","DL"
"832","HGNC:11141","VP"
"833","HGNC:10621","SV"
"834","HGNC:21695","VP"
"835","HGNC:8660","VP"
"836","HGNC:8661","SV"
"837","HGNC:21735","SV"
"838","HGNC:2749","CL"
"839","HGNC:11450","VP"
"840","HGNC:10538","CL"
"841","HGNC:4635","VP"
"842","HGNC:1512","VP"
"843","HGNC:1513","DL"
"844","HGNC:960","VP"
"845","HGNC:28996","CL"
"846","HGNC:1745","CL"
"847","HGNC:6449","VP"
"848","HGNC:3773","VP"
"849","HGNC:11554","VP"
"850","HGNC:11276","VP"
"851","HGNC:11394","VP"
"852","HGNC:3259","CL"
"853","HGNC:18117","VP"
"854","HGNC:7137","DL"
"855","HGNC:1911","CL"
"856","HGNC:4915","VP"
"857","HGNC:11916","VP"
"858","HGNC:19138","VP"
"859","HGNC:4022","SV"
"860","HGNC:29521","SV"
"861","HGNC:11085","VP"
"862","HGNC:10909","DL"
"863","HGNC:11086","DL"
"864","HGNC:347","SV"
"865","HGNC:11240","VP"
"866","HGNC:2577","VP"
"867","HGNC:9806","CL"
"868","HGNC:2287","VP"
"869","HGNC:9683","VP"
"870","HGNC:9300","SV"
"871","HGNC:12644","SV"
"872","HGNC:11813","CL"
"873","HGNC:4217","VP"
"874","HGNC:6529","DL"
"875","HGNC:16837","VP"
"876","HGNC:8488","DL"
"877","HGNC:30869","VP"
"878","HGNC:1703","VP"
"879","HGNC:12770","VP"
"880","HGNC:8487","CL"
"881","HGNC:8487","CL"
"882","HGNC:7221","VP"
"883","HGNC:9827","CL"
"884","HGNC:12565","VP"
"885","HGNC:7614","VP"
"886","HGNC:3031","CL"
"887","HGNC:1599","SV"
"888","HGNC:19","VP"
"889","HGNC:11103","CL"
"890","HGNC:1780","CL"
"891","HGNC:10717","DL"
"892","HGNC:7328","VP"
"893","HGNC:4291","VP"
"894","HGNC:4248","VP"
"895","HGNC:16063","DL"
"896","HGNC:2045","VP"
"897","HGNC:12425","DL"
"898","HGNC:11268","VP"
"899","HGNC:3006","CL"
"900","HGNC:3005","DL"
"901","HGNC:14258","SV"
"902","HGNC:5322","VP"
"903","HGNC:8525","SV"
"904","HGNC:18935","VP"
"905","HGNC:5034","SV"
"906","HGNC:3092","DL"
"907","HGNC:7146","VP"
"908","HGNC:16075","VP"
"909","HGNC:664","VP"
"910","HGNC:9756","VP"
"911","HGNC:10984","VN"
"912","HGNC:13540","VP"
"913","HGNC:9472","VP"
"914","HGNC:9873","VN"
"915","HGNC:12933","DL"
"916","HGNC:1801","DL"
"917","HGNC:1005","SV"
"918","HGNC:8939","VP"
"919","HGNC:6889","SV"
"920","HGNC:14135","DL"
"921","HGNC:17145","DL"
"922","HGNC:11754","VP"
"923","HGNC:346","VP"
"924","HGNC:636","VP"
"925","HGNC:17158","VP"
"926","HGNC:14480","CL"
"927","HGNC:1607","VP"
"928","HGNC:5987","VN"
"929","HGNC:6916","VP"
"930","HGNC:2558","VP"
"931","HGNC:14492","CL"
"932","HGNC:10967","VP"
"933","HGNC:5198","VP"
"934","HGNC:14458","SV"
"935","HGNC:1123","VP"
